,Name Romaji,Name Native,Name English,Synonyms,Format,Chapter Count,Volume Count,Status,Start Date,Start Year,End Date,Average Score,Mean Score,Popularity,Favorites,Source,Genre_One,Genre_Two,Genre_Three,Tag_One,Tag_Two,Tag_Three,Rating 10,Rating 20,Rating 30,Rating 40,Rating 50,Rating 60,Rating 70,Rating 80,Rating 90,Rating 100,Rating Rank,Rating Number,Popularity Rank,Popularity Number,Related 1 Type,Related 2 Type,Has Anime,Anime Release Date,Name Word Count,Link
0,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,ようこそ実力至上主義の教室へ,Classroom of the Elite,"Youjitsu
You-Zitsu
ขอต้อนรับสู่ห้องเรียนนิยม (เฉพาะ) ยอดคน
Chào mừng đến lớp học đề cao thực lực",Light Novel,110,14,Finished,"May 25, 2015",2015,"Sep 25, 2019",88,88,27711,3105,Original,Drama,Mystery,Psychological,School,Male Protagonist,Anti-Hero,41,13,42,53,79,152,381,969,1976,2921,#3 Highest Rated All Time,3.0,#1 Most Popular All Time,1.0,TV · Finished,Manga · Releasing,True,2017.0,7,https://anilist.co/manga/94970/Youkoso-Jitsuryoku-Shijou-Shugi-no-Kyoushitsu-e/
0,Mikkakan no Koufuku,三日間の幸福,Three Days of Happiness,"Ba ngày hạnh phúc
三日間的幸福
Ich habe mein Leben für 10.000 Yen pro Jahr verkauft
Tres días de felicidad",Light Novel,15,1,Finished,"Dec 25, 2013",2013,,88,89,20711,1275,Original,Drama,Psychological,Romance,,,,26,7,17,12,33,69,228,514,1323,1763,#1 Highest Rated All Time,1.0,#2 Most Popular All Time,2.0,Manga · Finished,,False,,3,https://anilist.co/manga/98361/Mikkakan-no-Koufuku/
0,Mushoku Tensei: Isekai Ittara Honki Dasu,無職転生 ～異世界行ったら本気だす～,Mushoku Tensei: Jobless Reincarnation,เกิดชาตินี้พี่ต้องเทพ,Light Novel,,26,Finished,"Jan 23, 2014",2014,"Nov 25, 2022",87,87,19662,2532,Original,Adventure,Drama,Ecchi,Isekai,Rehabilitation,Coming of Age,61,23,19,45,78,127,353,786,1558,2452,#6 Highest Rated All Time,6.0,#3 Most Popular All Time,3.0,Manga · Releasing,TV · Finished,True,2021.0,6,https://anilist.co/manga/85470/Mushoku-Tensei-Isekai-Ittara-Honki-Dasu/
0,Utsuro no Hako to Zero no Maria,空ろの箱と零のマリア,The Empty Box and Zeroth Maria,"Hakomari
Zerowa Maria i puste pudełko
Пустая шкатулка и нулевая Мария",Light Novel,254,7,Finished,"Jan 7, 2009",2009,"Jun 10, 2015",85,85,19408,1164,Original,Action,Mystery,Psychological,Tragedy,Urban Fantasy,Philosophy,45,17,38,60,96,134,264,535,944,1497,#15 Highest Rated All Time,15.0,#4 Most Popular All Time,4.0,,,False,,7,https://anilist.co/manga/85134/Utsuro-no-Hako-to-Zero-no-Maria/
0,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ゼロから始める異世界生活,Re:ZERO -Starting Life in Another World-,"ReZero
Re: Life in a different world from zero
Re:Zero - Życie w innym świecie od zera
Re:Zero - Жизнь с нуля в альтернативном мире
Re: Zero - Bắt đầu lại ở thế giới khác
Re:Zero รีเซทชีวิต ฝ่าวิกฤตต่างโลก
Re:Zero – Começando Uma Vida em Outro Mundo",Light Novel,,,Releasing,"Jan 24, 2014",2014,,86,87,17274,1660,Original,Action,Adventure,Drama,Time Manipulation,Tragedy,Witch,53,16,25,33,54,86,281,556,1004,1614,#12 Highest Rated All Time,12.0,#5 Most Popular All Time,5.0,Manga · Finished,Manga · Finished,True,2016.0,5,https://anilist.co/manga/85737/ReZero-kara-Hajimeru-Isekai-Seikatsu/
0,Yahari Ore no Seishun Love Come wa Machigatteiru.,やはり俺の青春ラブコメはまちがっている。,"My Youth Romantic Comedy Is Wrong, As I Expected","Oregairu
Yahari Ore no Seishun Love Comedy wa Machigatteiru.
Chuyện tình thanh xuân bi hài của tôi quả nhiên là sai lầm.
กะแล้วชีวิตรักวัยรุ่นของผมมันต้องไม่สดใสเลยสักนิด ภาค 1",Light Novel,168,18,Finished,"Mar 23, 2011",2011,"Apr 20, 2021",85,85,14658,889,Original,Comedy,Drama,Romance,,,,24,9,17,32,45,87,234,464,853,941,#16 Highest Rated All Time,16.0,#6 Most Popular All Time,6.0,TV · Finished,Manga · Releasing,True,2013.0,8,https://anilist.co/manga/70171/Yahari-Ore-no-Seishun-Love-Come-wa-Machigatteiru/
0,Bakemonogatari,化物語,Bakemonogatari: Monster Tale,"Hitagi Crab
Mayoi Snail
Suruga Monkey
Nadeko Snake
Tsubasa Cat
ปกรณัมของเหล่าภูต",Light Novel,41,2,Finished,"Nov 1, 2006",2006,"Dec 4, 2006",87,88,13634,882,Original,Action,Mystery,Romance,Urban Fantasy,Male Protagonist,Vampire,56,2,7,12,34,47,194,537,1192,1310,#8 Highest Rated All Time,8.0,#7 Most Popular All Time,7.0,TV · Finished,Manga · Releasing,True,2009.0,1,https://anilist.co/manga/44893/Bakemonogatari/
0,Ookami to Koushinryou,狼と香辛料,Spice & Wolf,"Okami to Koshinryo
Spice and Wolf
Волчица и пряности
สาวหมาป่ากับนายเครื่องเทศ
狼與辛香料
狼与香辛料",Light Novel,,,Releasing,"Feb 10, 2006",2006,,86,87,12849,741,Original,Adventure,Drama,Fantasy,Economics,Kemonomimi,Rural,38,2,4,13,31,36,153,369,697,836,#13 Highest Rated All Time,13.0,#8 Most Popular All Time,8.0,TV · Finished,TV · Finished,True,2008.0,3,https://anilist.co/manga/39115/Ookami-to-Koushinryou/
0,No Game No Life,ノーゲーム・ノーライフ,,"Без игры жизни нет
โนเกม โนไลฟ์",Light Novel,,,Releasing,"Apr 25, 2012",2012,,81,82,12281,601,Original,Adventure,Comedy,Ecchi,Gambling,Isekai,Kemonomimi,22,13,24,39,72,120,305,539,727,652,#43 Highest Rated All Time,43.0,#9 Most Popular All Time,9.0,Manga · Cancelled,TV · Finished,True,2014.0,4,https://anilist.co/manga/78399/No-Game-No-Life/
0,Overlord,オーバーロード,Overlord,"Over Lord
โอเวอร์ลอร์ด",Light Novel,,18,Releasing,"Jun 30, 2012",2012,,84,85,11700,1049,Original,Action,Adventure,Comedy,Skeleton,Anti-Hero,Magic,20,6,13,39,60,89,236,511,929,920,#18 Highest Rated All Time,18.0,#10 Most Popular All Time,10.0,Manga · Releasing,TV · Finished,True,2015.0,1,https://anilist.co/manga/85976/Overlord/
0,Kono Subarashii Sekai ni Shukufuku wo!,この素晴らしい世界に祝福を!,Konosuba: God's Blessing on This Wonderful World!,ขอให้โชคดีมีชัยในโลกแฟนตาซี,Light Novel,127,17,Finished,"Oct 1, 2013",2013,"May 1, 2020",83,84,11639,847,Original,Adventure,Comedy,Ecchi,,,,19,6,16,19,48,90,259,639,960,724,#21 Highest Rated All Time,21.0,#11 Most Popular All Time,11.0,Manga · Releasing,TV · Finished,True,2016.0,6,https://anilist.co/manga/86238/Kono-Subarashii-Sekai-ni-Shukufuku-wo/
0,Sword Art Online,ソードアート・オンライン,Sword Art Online,"S.A.O
SAO",Light Novel,,,Releasing,"Apr 10, 2009",2009,,76,77,11053,646,Original,Action,Adventure,Fantasy,Virtual World,Death Game,Tragedy,63,42,69,83,140,267,498,736,731,782,#12 Most Popular All Time,12.0,#3 Highest Rated 2009,3.0,TV · Finished,Manga · Finished,True,2012.0,3,https://anilist.co/manga/51479/Sword-Art-Online/
0,86: Eighty Six,86―エイティシックス―,86―EIGHTY-SIX,86 -เอทตี้ซิกซ์-,Light Novel,,,Releasing,"Feb 10, 2017",2017,,87,88,10865,1133,Original,Action,Drama,Mecha,Dystopian,Military,Tragedy,11,3,5,18,35,32,114,287,693,777,#9 Highest Rated All Time,9.0,#13 Most Popular All Time,13.0,Manga · Cancelled,TV · Finished,True,2021.0,3,https://anilist.co/manga/98610/86-Eighty-Six/
0,Tensei Shitara Slime Datta Ken,転生したらスライムだった件,That Time I Got Reincarnated as a Slime,"Regarding Reincarnating as Slime
TenSura
Moi, quand je me réincarne en Slime
เกิดใหม่ทั้งทีก็เป็นสไลม์ไปซะแล้ว",Light Novel,,,Releasing,"May 30, 2014",2014,,84,85,10797,954,Original,Adventure,Comedy,Fantasy,Isekai,Reincarnation,Magic,17,15,9,24,40,75,238,570,887,780,#19 Highest Rated All Time,19.0,#14 Most Popular All Time,14.0,Manga · Releasing,TV · Finished,True,2018.0,5,https://anilist.co/manga/86355/Tensei-Shitara-Slime-Datta-Ken/
0,Tate no Yuusha no Nariagari,盾の勇者の成り上がり,The Rising of the Shield Hero,ผู้กล้าโล่ผงาด,Light Novel,,,Releasing,"Aug 23, 2013",2013,,75,76,9247,387,Original,Action,Adventure,Fantasy,Isekai,Conspiracy,Seinen,28,25,41,49,101,169,344,544,497,300,#15 Most Popular All Time,15.0,#8 Highest Rated 2013,8.0,Manga · Releasing,TV · Finished,True,2019.0,5,https://anilist.co/manga/85743/Tate-no-Yuusha-no-Nariagari/
0,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2-nensei hen,ようこそ実力至上主義の教室へ　２年生編,Classroom of the Elite: Year 2,"Youjitsu
You-Zitsu
Classroom of the Elite 2nd Year
ขอต้อนรับสู่ห้องเรียนนิยม (เฉพาะ) ยอดคน ปี 2",Light Novel,,,Releasing,"Jan 24, 2020",2020,,88,89,9147,950,Original,Drama,Mystery,Psychological,School,Primarily Teen Cast,Revenge,47,4,10,15,23,31,107,241,653,1136,#2 Highest Rated All Time,2.0,#16 Most Popular All Time,16.0,Manga · Releasing,Light Novel · Finished,False,,9,https://anilist.co/manga/115166/Youkoso-Jitsuryoku-Shijou-Shugi-no-Kyoushitsu-e-2nensei-hen/
0,Kubikiri Cycle: Aoiro Savant to Zaregotozukai,クビキリサイクル　青色サヴァンと戯言遣い,Decapitation: Kubikiri Cycle,"Decapitation: Kubikiri Cycle - The Blue Savant and The Nonsense User
Lời nói đùa
Zaregoto Series
วัฏสังหารแห่งการบั่นคอ รหัสคดีไร้สาระ",Light Novel,9,1,Finished,"Feb 5, 2002",2002,,83,85,8596,463,Original,Action,Comedy,Drama,Philosophy,Coming of Age,Tragedy,14,4,8,11,23,45,126,321,605,445,#22 Highest Rated All Time,22.0,#17 Most Popular All Time,17.0,OVA · Finished,Light Novel · Finished,True,2016.0,6,https://anilist.co/manga/39726/Kubikiri-Cycle-Aoiro-Savant-to-Zaregotozukai/
0,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,青春ブタ野郎はバニーガール先輩の夢を見ない,Rascal Does Not Dream of Bunny Girl Senpai,"Ao Buta
青ブタ
เรื่องฝันปั่นป่วยของผมกับรุ่นพี่บันนี่เกิร์ล
青春豬頭少年不會夢到兔女郎學姊
Hội chứng tuổi thanh xuân",Light Novel,6,1,Finished,"Apr 10, 2014",2014,,83,85,7853,338,Original,Comedy,Psychological,Romance,Coming of Age,Primarily Female Cast,Urban Fantasy,13,4,3,9,18,33,108,254,384,371,#25 Highest Rated All Time,25.0,#18 Most Popular All Time,18.0,TV · Finished,Manga · Finished,True,2018.0,11,https://anilist.co/manga/91170/Seishun-Buta-Yarou-wa-Bunny-Girl-Senpai-no-Yume-wo-Minai/
0,Toaru Majutsu no Index,とある魔術の禁書目録,A Certain Magical Index,"To Aru Majutsu no Kinsho Mokuroku
To Aru Majutsu no Index
A Certain Magic Index
อินเดกซ์คัมภีร์คาถาต้องห้าม",Light Novel,133,22,Finished,"Apr 10, 2004",2004,"Oct 10, 2010",81,82,7241,473,Original,Action,Comedy,Fantasy,Magic,Male Protagonist,Amnesia,17,6,13,29,46,82,234,363,588,418,#44 Highest Rated All Time,44.0,#19 Most Popular All Time,19.0,TV · Finished,TV · Finished,True,2008.0,4,https://anilist.co/manga/42854/Toaru-Majutsu-no-Index/
0,Suzumiya Haruhi no Yuuutsu,涼宮ハルヒの憂鬱,The Melancholy of Haruhi Suzumiya,"Suzumiya Haruhi Series
La malinconia di Haruhi Suzumiya
La Mélancolie de Haruhi Suzumiya",Light Novel,9,1,Finished,"Jun 6, 2003",2003,,83,84,6981,302,Original,Comedy,Sci-Fi,Supernatural,School Club,School,Urban Fantasy,8,1,10,5,31,60,184,375,565,395,#30 Highest Rated All Time,30.0,#20 Most Popular All Time,20.0,TV · Finished,TV · Finished,True,2006.0,4,https://anilist.co/manga/33083/Suzumiya-Haruhi-no-Yuuutsu/
0,High School DxD,ハイスクールD×D,High School DxD,"Highschool DxD
DxD
HSDxD",Light Novel,252,25,Finished,"Sep 20, 2008",2008,"Mar 20, 2018",77,79,6860,384,Original,Action,Comedy,Ecchi,Demons,Female Harem,Nudity,25,20,32,33,71,114,247,402,377,455,#21 Most Popular All Time,21.0,#3 Highest Rated 2008,3.0,TV · Finished,TV · Finished,True,2012.0,3,https://anilist.co/manga/55409/High-School-DxD/
0,"Kumo desu ga, Nani ka?",蜘蛛ですが、なにか？,"So I'm a Spider, So What?","So I'm a spider what about it?
So I'm a Spider So What?
แมงมุมแล้วไง ข้องใจเหรอคะ",Light Novel,384,16,Finished,"Dec 10, 2015",2015,"Jan 8, 2022",83,84,6765,660,Original,Adventure,Comedy,Fantasy,Monster Girl,Magic,Isekai,8,4,13,9,42,60,191,387,583,459,#32 Highest Rated All Time,32.0,#22 Most Popular All Time,22.0,Manga · Releasing,TV · Finished,True,2021.0,5,https://anilist.co/manga/86406/Kumo-desu-ga-Nani-ka/
0,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,ダンジョンに出会いを求めるのは間違っているのだろうか,Is It Wrong to Try to Pick Up Girls in a Dungeon?,"Dungeon ni Deai wo Motomeru noha Machigatteiru darouka
DanMachi
Is it wrong that I want to meet you in a dungeon
มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน",Light Novel,,,Releasing,"Jan 15, 2013",2013,,79,81,6641,405,Original,Action,Adventure,Comedy,Dungeon,Gods,Male Protagonist,11,11,8,23,42,77,177,338,368,292,#23 Most Popular All Time,23.0,#4 Highest Rated 2013,4.0,Manga · Cancelled,TV · Finished,True,2015.0,10,https://anilist.co/manga/85162/Dungeon-ni-Deai-wo-Motomeru-no-wa-Machigatteiru-Darou-ka/
0,Violet Evergarden,ヴァイオレット・エヴァーガーデン,,,Light Novel,13,2,Finished,"Dec 25, 2015",2015,"Dec 26, 2016",82,84,6418,258,Original,Drama,Fantasy,,Writing,Female Protagonist,Rehabilitation,17,2,5,12,17,34,92,205,282,298,#39 Highest Rated All Time,39.0,#24 Most Popular All Time,24.0,OVA · Finished,Movie · Finished,True,2018.0,2,https://anilist.co/manga/97298/Violet-Evergarden/
0,Arifureta Shokugyou de Sekai Saikyou,ありふれた職業で世界最強,Arifureta: From Commonplace to World's Strongest,"From Common Job Class to the Strongest in the World
อาชีพกระจอกแล้วทำไม ยังไงข้าก็เทพ",Light Novel,92,13,Finished,"Jun 25, 2015",2015,"Sep 25, 2022",73,74,6073,360,Original,Action,Adventure,Fantasy,,,,26,23,41,49,78,132,266,329,322,238,#25 Most Popular All Time,25.0,#17 Highest Rated 2015,17.0,Manga · Releasing,TV · Finished,True,2019.0,5,https://anilist.co/manga/86274/Arifureta-Shokugyou-de-Sekai-Saikyou/
0,Nekomonogatari: Shiro,猫物語（白）,Nekomonogatari: Cat Tale (White),Tsubasa Tiger,Light Novel,40,1,Finished,"Oct 27, 2010",2010,,87,89,5756,251,Original,Comedy,Mystery,Psychological,Urban Fantasy,Achronological Order,Primarily Female Cast,18,,1,5,31,10,65,176,408,616,#7 Highest Rated All Time,7.0,#26 Most Popular All Time,26.0,TV · Finished,Light Novel · Finished,True,2013.0,2,https://anilist.co/manga/53751/Nekomonogatari-Shiro/
0,Mahouka Koukou no Rettousei,魔法科高校の劣等生,The Irregular at Magic High School,"Irregular at Magic High
พี่น้องปริศนาโรงเรียนมหาเวท",Light Novel,243,32,Finished,"Jul 10, 2011",2011,"Sep 10, 2020",77,78,5726,251,Original,Action,Romance,Sci-Fi,Magic,Politics,Military,17,21,14,29,46,82,161,308,294,264,#27 Most Popular All Time,27.0,#10 Highest Rated 2011,10.0,Manga · Finished,Manga · Finished,True,2014.0,4,https://anilist.co/manga/64127/Mahouka-Koukou-no-Rettousei/
0,Toradora!,とらドラ!,Toradora!,ยัยเสือใสกับนายหน้าโหด,Light Novel,62,10,Finished,"Mar 10, 2006",2006,"Mar 10, 2009",78,80,5491,159,Original,Comedy,Romance,,,,,11,6,12,16,29,74,162,244,261,247,#28 Most Popular All Time,28.0,#4 Highest Rated 2006,4.0,TV · Finished,Manga · Releasing,True,2008.0,1,https://anilist.co/manga/37149/Toradora/
0,DEATH NOTE Another Note: Los Angeles BB Renzoku Satsujin Jiken,DEATH NOTE アナザーノート ロサンゼルスBB連続殺人事件,Death Note Another Note: The Los Angeles BB Murder Cases,Death Note - Another Note El Caso Del Asesino en Serie BB de Los Ángeles,Light Novel,8,1,Finished,"Aug 1, 2006",2006,,78,79,5412,151,Manga,Mystery,Supernatural,,Detective,Crime,Anti-Hero,8,5,11,17,60,142,388,554,507,284,#29 Most Popular All Time,29.0,#5 Highest Rated 2006,5.0,Manga · Finished,,False,,10,https://anilist.co/manga/37458/DEATH-NOTE-Another-Note-Los-Angeles-BB-Renzoku-Satsujin-Jiken/
0,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,終末なにしてますか? 忙しいですか? 救ってもらっていいですか?,WorldEnd: What Do You Do at the End of the World? Are You Busy? Will You Save Us?,"SukaSuka
Tận thế nếu không bận, anh cứu chúng em nhé?",Light Novel,25,5,Finished,"Nov 1, 2014",2014,"Apr 1, 2016",81,83,5284,247,Original,Drama,Fantasy,Romance,Tragedy,Male Protagonist,Post-Apocalyptic,12,1,10,7,18,37,103,199,266,253,#30 Most Popular All Time,30.0,#7 Highest Rated 2014,7.0,TV · Finished,Manga · Finished,True,2017.0,12,https://anilist.co/manga/87284/Shuumatsu-Nani-Shitemasu-ka-Isogashii-desu-ka-Sukutte-Moratte-Ii-desu-ka/
0,Fate/Zero,Fate/Zero,,"フェイト／ゼロ
Судьба/Истоки",Light Novel,18,4,Finished,"Dec 29, 2006",2006,"Dec 29, 2007",82,84,5258,198,Original,Action,Drama,Fantasy,Tragedy,Philosophy,Anti-Hero,10,2,7,10,30,67,135,293,410,352,#35 Highest Rated All Time,35.0,#31 Most Popular All Time,31.0,TV · Finished,Manga · Finished,True,2011.0,1,https://anilist.co/manga/33649/FateZero/
0,Youjo Senki,幼女戦記,The Saga of Tanya the Evil,"The Military Chronicles of a Little Girl
บันทึกสงครามของยัยเผด็จการ",Light Novel,,,Releasing,"Oct 31, 2013",2013,,79,81,5182,268,Original,Action,Fantasy,,Military,War,Gender Bending,12,2,2,4,27,35,70,216,237,152,#32 Most Popular All Time,32.0,#5 Highest Rated 2013,5.0,Manga · Releasing,TV · Finished,True,2017.0,2,https://anilist.co/manga/94846/Youjo-Senki/
0,Goblin Slayer,ゴブリンスレイヤー,Goblin Slayer!,"Убийца гоблинов
ก็อบลิน สเลเยอร์!",Light Novel,,,Releasing,"Feb 15, 2016",2016,,73,75,5095,174,Original,Action,Fantasy,,,,,8,7,24,35,47,93,173,282,217,122,#33 Most Popular All Time,33.0,#13 Highest Rated 2016,13.0,Manga · Releasing,TV · Finished,True,2018.0,2,https://anilist.co/manga/87320/Goblin-Slayer/
0,Hataraku Maou-sama!,はたらく魔王さま!,The Devil is a Part-Timer!,"Hataraku Maousama!
Demon Lord at Work!
ผู้กล้าซึนซ่าส์กับจอมมารสู้ชีวิต",Light Novel,110,21,Finished,"Feb 10, 2011",2011,"Aug 7, 2020",73,76,5067,105,Original,Comedy,Fantasy,Romance,Demons,Work,Alternate Universe,13,3,7,20,31,60,134,191,172,78,#34 Most Popular All Time,34.0,#14 Highest Rated 2011,14.0,TV · Finished,Manga · Releasing,True,2013.0,2,https://anilist.co/manga/66719/Hataraku-Maousama/
0,Date A Live,デート・ア・ライブ,Date A Live,พิชิตรัก พิทักษ์โลก,Light Novel,146,22,Finished,"Mar 19, 2011",2011,"Mar 19, 2020",78,80,4924,346,Original,Comedy,Mecha,Romance,Female Harem,Male Protagonist,Super Power,15,3,15,19,31,75,147,244,269,273,#35 Most Popular All Time,35.0,#8 Highest Rated 2011,8.0,OVA · Finished,TV · Finished,True,2013.0,3,https://anilist.co/manga/67523/Date-A-Live/
0,Hai to Gensou no Grimgar,灰と幻想のグリムガル,Grimgar of Fantasy and Ash,"Hai to Gensou no Grimgal
Grimgal of Ashes and Illusion
ขี้เถ้าในกริมการ์แดนมายา
Grimgar - Ảo ảnh và tro tàn",Light Novel,,,Releasing,"Jun 25, 2013",2013,,78,80,4831,233,Original,Action,Adventure,Drama,,,,5,6,5,5,17,38,88,177,205,121,#36 Most Popular All Time,36.0,#6 Highest Rated 2013,6.0,Manga · Finished,TV · Finished,True,2016.0,5,https://anilist.co/manga/86365/Hai-to-Gensou-no-Grimgar/
0,Sword Art Online: Progressive,ソードアート・オンライン プログレッシブ,Sword Art Online Progressive,SAO Progressive,Light Novel,,,Releasing,"Oct 10, 2012",2012,,80,82,4729,258,Original,Action,Adventure,Fantasy,,,,12,4,14,14,29,46,125,254,350,251,#37 Most Popular All Time,37.0,#6 Highest Rated 2012,6.0,Manga · Finished,Manga · Finished,True,2021.0,4,https://anilist.co/manga/73921/Sword-Art-Online-Progressive/
0,Durarara!!,デュラララ!!,Durarara!!,"DRRR!!
Дюрарара!!
DRRR!! โลกบิดเบี้ยวที่อิเคะบุคุโระ",Light Novel,89,13,Finished,"Apr 10, 2004",2004,"Jan 10, 2014",80,82,4720,159,Original,Action,Drama,Romance,,,,4,1,3,7,19,29,107,229,218,168,#38 Most Popular All Time,38.0,#2 Highest Rated 2004,2.0,TV · Finished,Manga · Finished,True,2010.0,1,https://anilist.co/manga/46816/Durarara/
0,Tsukimonogatari,憑物語,Tsukimonogatari: Possession Tale,Yotsugi Doll,Light Novel,19,1,Finished,"Sep 26, 2012",2012,,83,85,4502,126,Original,Comedy,Mystery,Psychological,Vampire,Achronological Order,Philosophy,13,,3,4,11,24,81,154,241,301,#31 Highest Rated All Time,31.0,#39 Most Popular All Time,39.0,TV · Finished,ONA · Finished,True,2014.0,1,https://anilist.co/manga/74227/Tsukimonogatari/
0,Hajishirazu no Purple Haze: JoJo no Kimyou na Bouken,恥知らずのパープルヘイズ―ジョジョの奇妙な冒険より―,,"Shameless Purple Haze: Jojo's Bizarre Adventure
Purple Haze Feedback",Light Novel,8,1,Finished,"Sep 16, 2011",2011,,79,80,4419,188,Original,Action,Adventure,,,,,6,3,6,8,41,69,230,406,388,200,#40 Most Popular All Time,40.0,#6 Highest Rated 2011,6.0,Manga · Finished,,False,,9,https://anilist.co/manga/71865/Hajishirazu-no-Purple-Haze-JoJo-no-Kimyou-na-Bouken/
0,Hige wo Soru. Soshite Joshikousei wo Hirou.,ひげを剃る。そして女子高生を拾う。,"Higehiro: After Getting Rejected, I Shaved and Took in a High School Runaway","I Shaved. Then I Brought a High School Girl Home.
โกนหนวดไปทำงาน แล้วกลับบ้านมาพบเธอ",Light Novel,82,5,Finished,"Feb 1, 2018",2018,"Jun 1, 2021",74,76,4402,103,Original,Romance,Slice of Life,,,,,13,8,7,13,21,69,139,209,169,98,#41 Most Popular All Time,41.0,#6 Highest Rated 2018,6.0,Manga · Releasing,TV · Finished,True,2021.0,7,https://anilist.co/manga/104505/Hige-wo-Soru-Soshite-Joshikousei-wo-Hirou/
0,Rakudai Kishi no Cavalry,落第騎士の英雄譚《キャバルリィ》,Chivalry of a Failed Knight,"เจ้าหญิงสีชาดกับอัศวินดาบไร้เทียมทาน
Hiệp sĩ lưu ban",Light Novel,,,Releasing,"Jul 13, 2013",2013,,75,78,4135,140,Original,Action,Ecchi,Fantasy,Shounen,Magic,Male Protagonist,3,9,7,11,30,45,118,151,157,119,#42 Most Popular All Time,42.0,#7 Highest Rated 2013,7.0,Manga · Finished,TV · Finished,True,2015.0,4,https://anilist.co/manga/85465/Rakudai-Kishi-no-Cavalry/
0,Kino no Tabi: the Beautiful World,キノの旅-the Beautiful World-,Kino's Journey: The Beautiful World,การเดินทางของคิโนะ: The Beautiful World,Light Novel,,,Releasing,"Mar 1, 2000",2000,,81,85,4102,183,Original,Adventure,Drama,Fantasy,Philosophy,Episodic,Dystopian,6,,,1,8,13,51,81,118,150,#43 Most Popular All Time,43.0,#1 Highest Rated 2000,1.0,TV · Finished,Movie · Finished,True,2003.0,6,https://anilist.co/manga/30399/Kino-no-Tabi-the-Beautiful-World/
0,Kage no Jitsuryokusha ni Naritakute!,陰の実力者になりたくて！,The Eminence in Shadow,"To Be a Power in the Shadows!
ชีวิตไม่ต้องเด่น ขอแค่เป็นเทพในเงา",Light Novel,,,Releasing,"Nov 5, 2018",2018,,79,82,4046,319,Original,Action,Comedy,Fantasy,Cult,Chuunibyou,Swordplay,9,1,4,14,14,29,89,175,231,148,#44 Most Popular All Time,44.0,#2 Highest Rated 2018,2.0,Manga · Releasing,TV · Releasing,True,2022.0,5,https://anilist.co/manga/108428/Kage-no-Jitsuryokusha-ni-Naritakute/
0,Hyouka,氷菓,,"Koten-bu Series
〈古典部〉シリーズ
The niece of time
ปริศนาความทรงจำ
Kem đá",Light Novel,9,1,Finished,"Oct 31, 2001",2001,,81,84,3995,145,Original,Mystery,Slice of Life,,,,,4,2,4,5,11,21,57,136,185,170,#49 Highest Rated All Time,49.0,#45 Most Popular All Time,45.0,TV · Finished,Manga · Releasing,True,2012.0,1,https://anilist.co/manga/65513/Hyouka/
0,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,お隣の天使様にいつの間にか駄目人間にされていた件,The Angel Next Door Spoils Me Rotten,"She is the neighbour Angel, I am spoilt by her.
The Case of the Neighbourhood Angel Turning into a Degenerate Unaware
Otonari
ขาดคุณนางฟ้าข้างห้องไป ผมคงมีชีวิตต่อไปไม่ได้อีกแล้ว
Thiên sứ nhà bên",Light Novel,,,Releasing,"Jun 14, 2019",2019,,83,86,3873,439,Original,Comedy,Romance,Slice of Life,,,,2,,7,5,11,21,63,199,277,247,#26 Highest Rated All Time,26.0,#46 Most Popular All Time,46.0,Manga · Releasing,TV · Releasing,True,2023.0,10,https://anilist.co/manga/113533/Otonari-no-Tenshisama-ni-Itsunomanika-Dame-Ningen-ni-Sareteita-Ken/
0,Baccano!,バッカーノ！,Baccano!,,Light Novel,,,Hiatus,"Feb 1, 2003",2003,,82,86,3822,166,Original,Action,Adventure,Mystery,,,,3,,2,2,6,9,49,76,158,146,#38 Highest Rated All Time,38.0,#47 Most Popular All Time,47.0,TV · Finished,Manga · Finished,True,2007.0,1,https://anilist.co/manga/31342/Baccano/
0,Majo no Tabitabi,魔女の旅々,Wandering Witch: The Journey of Elaina,"MajoTabi
The Witch's Journey
การเดินทางของคุณแม่มด
Hành trình của Elaina",Light Novel,,,Releasing,"Apr 15, 2016",2016,,79,84,3680,237,Original,Adventure,Fantasy,Slice of Life,Witch,Magic,Female Protagonist,3,1,2,4,13,23,51,101,142,129,#48 Most Popular All Time,48.0,#2 Highest Rated 2016,2.0,Manga · Releasing,TV · Finished,True,2020.0,3,https://anilist.co/manga/98741/Majo-no-Tabitabi/
0,Chainsaw Man: Buddy Stories,チェンソーマン バディ・ストーリーズ,Chainsaw Man: Buddy Stories,,Light Novel,4,1,Finished,"Nov 4, 2021",2021,,72,80,3577,107,Original,Action,Comedy,Drama,,,,2,1,2,1,10,10,27,53,39,53,#49 Most Popular All Time,49.0,#4 Highest Rated 2021,4.0,Manga · Releasing,,False,,4,https://anilist.co/manga/138829/Chainsaw-Man-Buddy-Stories/
